timestamp,vehicle_id,frame_id,x,y,z,yaw,vx,vy,length,width,height
0.000000,astuff,0,135.772517,89.343503,-0.305687,-2.782722,-32.900000,-13.230000,5.180000,2.030000,1.770000
0.000000,tesla,0,76.442517,60.995503,-1.158687,-2.636673,-15.900000,-9.410000,4.970000,1.960000,1.440000
0.100000,astuff,1,132.482517,88.020503,-0.281487,-2.777369,-16.500000,-6.650000,5.180000,2.030000,1.770000
0.100000,tesla,1,74.852517,60.054503,-1.142887,-2.634404,-15.950000,-9.465000,4.970000,1.960000,1.440000
0.200000,astuff,2,132.472517,88.013503,-0.282987,-2.774033,-16.500000,-6.830000,5.180000,2.030000,1.770000
0.200000,tesla,2,73.252517,59.102503,-1.133587,-2.632311,-15.900000,-9.525000,4.970000,1.960000,1.440000
0.300000,astuff,3,129.182517,86.654503,-0.262287,-2.769393,-24.650000,-10.290000,5.180000,2.030000,1.770000
0.300000,tesla,3,71.672517,58.149503,-1.122587,-2.630217,-15.850000,-9.585000,4.970000,1.960000,1.440000
0.400000,astuff,4,127.542517,85.955503,-0.253887,-2.764655,-16.350000,-7.020000,5.180000,2.030000,1.770000
0.400000,tesla,4,70.082517,57.185503,-1.108387,-2.628296,-15.850000,-9.595000,4.970000,1.960000,1.440000
0.500000,astuff,5,125.912517,85.250503,-0.243187,-2.761351,-16.400000,-7.045000,5.180000,2.030000,1.770000
0.500000,tesla,5,68.502517,56.230503,-1.099687,-2.626726,-15.800000,-9.615000,4.970000,1.960000,1.440000
0.600000,astuff,6,124.262517,84.546503,-0.221687,-2.757119,-16.500000,-7.095000,5.180000,2.030000,1.770000
0.600000,tesla,6,66.922517,55.262503,-1.090587,-2.624981,-15.800000,-9.660000,4.970000,1.960000,1.440000
0.700000,astuff,7,122.612517,83.831503,-0.222887,-2.752936,-8.250000,-3.590000,5.180000,2.030000,1.770000
0.700000,tesla,7,65.342517,54.298503,-1.075687,-2.623236,-13.450000,-8.195000,4.970000,1.960000,1.440000
0.800000,astuff,8,122.612517,83.828503,-0.221987,-2.749663,-16.350000,-7.235000,5.180000,2.030000,1.770000
0.800000,tesla,8,64.232517,53.623503,-1.064887,-2.621665,-15.800000,-9.690000,4.970000,1.960000,1.440000
0.900000,astuff,9,119.342517,82.384503,-0.181687,-2.744615,-24.550000,-10.920000,5.180000,2.030000,1.770000
0.900000,tesla,9,62.182517,52.360503,-1.049987,-2.618873,-18.100000,-11.180000,4.970000,1.960000,1.440000
1.000000,astuff,10,117.702517,81.644503,-0.177687,-2.740299,-8.200000,-3.725000,5.180000,2.030000,1.770000
1.000000,tesla,10,60.612517,51.387503,-1.040387,-2.615907,-15.700000,-9.720000,4.970000,1.960000,1.440000
1.100000,astuff,11,117.702517,81.639503,-0.178687,-2.736866,-16.400000,-7.485000,5.180000,2.030000,1.770000
1.100000,tesla,11,59.042517,50.416503,-1.026387,-2.612764,-15.700000,-9.780000,4.970000,1.960000,1.440000
1.200000,astuff,12,114.422517,80.147503,-0.154587,-2.731877,-16.350000,-7.470000,5.180000,2.030000,1.770000
1.200000,tesla,12,57.472517,49.431503,-1.013887,-2.609274,-15.650000,-9.915000,4.970000,1.960000,1.440000
1.300000,astuff,13,114.432517,80.145503,-0.153487,-2.728598,-16.350000,-7.655000,5.180000,2.030000,1.770000
1.300000,tesla,13,55.912517,48.433503,-1.008287,-2.605782,-15.650000,-9.960000,4.970000,1.960000,1.440000
1.400000,astuff,14,111.152517,78.616503,-0.120887,-2.722862,-24.550000,-11.480000,5.180000,2.030000,1.770000
1.400000,tesla,14,54.342517,47.439503,-1.007487,-2.601769,-15.650000,-10.055000,4.970000,1.960000,1.440000
1.500000,astuff,15,109.522517,77.849503,-0.126487,-2.719585,-8.150000,-3.845000,5.180000,2.030000,1.770000
1.500000,tesla,15,52.782517,46.422503,-0.998887,-2.597581,-13.250000,-8.675000,4.970000,1.960000,1.440000
1.600000,astuff,16,109.522517,77.847503,-0.126487,-2.716252,-16.400000,-7.850000,5.180000,2.030000,1.770000
1.600000,tesla,16,51.692517,45.704503,-0.991287,-2.594615,-15.500000,-10.240000,4.970000,1.960000,1.440000
1.700000,astuff,17,106.242517,76.279503,-0.089887,-2.711492,-24.550000,-11.810000,5.180000,2.030000,1.770000
1.700000,tesla,17,49.682517,44.374503,-0.968387,-2.588855,-15.400000,-10.255000,4.970000,1.960000,1.440000
1.800000,astuff,18,104.612517,75.485503,-0.081787,-2.707583,-8.100000,-3.975000,5.180000,2.030000,1.770000
1.800000,tesla,18,48.612517,43.653503,-0.953087,-2.585713,-15.450000,-10.315000,4.970000,1.960000,1.440000
1.900000,astuff,19,104.622517,75.484503,-0.080587,-2.704485,-16.300000,-8.055000,5.180000,2.030000,1.770000
1.900000,tesla,19,46.592517,42.311503,-0.932787,-2.579428,-15.450000,-10.325000,4.970000,1.960000,1.440000
2.000000,astuff,20,101.352517,73.874503,-0.062987,-2.699813,-24.550000,-12.120000,5.180000,2.030000,1.770000
2.000000,tesla,20,45.522517,41.588503,-0.928187,-2.575937,-15.300000,-10.445000,4.970000,1.960000,1.440000
2.100000,astuff,21,99.712517,73.060503,-0.055387,-2.696106,-16.300000,-8.215000,5.180000,2.030000,1.770000
2.100000,tesla,21,43.532517,40.222503,-0.922487,-2.569653,-17.650000,-12.115000,4.970000,1.960000,1.440000
2.200000,astuff,22,98.092517,72.231503,-0.056087,-2.692506,-16.250000,-8.325000,5.180000,2.030000,1.770000
2.200000,tesla,22,41.992517,39.165503,-0.924887,-2.564940,-15.300000,-10.630000,4.970000,1.960000,1.440000
2.300000,astuff,23,96.462517,71.395503,-0.047687,-2.688947,-8.150000,-4.205000,5.180000,2.030000,1.770000
2.300000,tesla,23,40.472517,38.096503,-0.924387,-2.559880,-15.250000,-10.755000,4.970000,1.960000,1.440000
2.400000,astuff,24,96.462517,71.390503,-0.047587,-2.686078,-16.300000,-8.485000,5.180000,2.030000,1.770000
2.400000,tesla,24,38.942517,37.014503,-0.918687,-2.555168,-15.200000,-10.835000,4.970000,1.960000,1.440000
2.500000,astuff,25,93.202517,69.698503,-0.025287,-2.681773,-24.450000,-12.765000,5.180000,2.030000,1.770000
2.500000,tesla,25,37.432517,35.929503,-0.907087,-2.550456,-15.050000,-10.900000,4.970000,1.960000,1.440000
2.600000,astuff,26,91.572517,68.837503,-0.015187,-2.678095,-16.350000,-8.630000,5.180000,2.030000,1.770000
2.600000,tesla,26,35.932517,34.834503,-0.890287,-2.545569,-15.000000,-10.940000,4.970000,1.960000,1.440000
2.700000,astuff,27,89.932517,67.972503,-0.013187,-2.674268,-16.400000,-8.710000,5.180000,2.030000,1.770000
2.700000,tesla,27,34.432517,33.741503,-0.873187,-2.540683,-14.950000,-11.055000,4.970000,1.960000,1.440000
2.800000,astuff,28,88.292517,67.095503,-0.002487,-2.670195,-8.200000,-4.395000,5.180000,2.030000,1.770000
2.800000,tesla,28,32.942517,32.623503,-0.859087,-2.535621,-14.950000,-11.120000,4.970000,1.960000,1.440000
2.900000,astuff,29,88.292517,67.093503,-0.003087,-2.666754,-16.300000,-8.905000,5.180000,2.030000,1.770000
2.900000,tesla,29,31.442517,31.517503,-0.846887,-2.530735,-14.850000,-11.170000,4.970000,1.960000,1.440000
3.000000,astuff,30,85.032517,65.314503,0.041413,-2.661726,-24.500000,-13.425000,5.180000,2.030000,1.770000
3.000000,tesla,30,29.972517,30.389503,-0.831787,-2.526022,-14.750000,-11.280000,4.970000,1.960000,1.440000
3.100000,astuff,31,83.392517,64.408503,0.058413,-2.657440,-16.350000,-9.110000,5.180000,2.030000,1.770000
3.100000,tesla,31,28.492517,29.261503,-0.816987,-2.521135,-14.750000,-11.350000,4.970000,1.960000,1.440000
3.200000,astuff,32,81.762517,63.492503,0.061413,-2.653248,-16.350000,-9.200000,5.180000,2.030000,1.770000
3.200000,tesla,32,27.022517,28.119503,-0.806787,-2.516423,-14.700000,-11.415000,4.970000,1.960000,1.440000
3.300000,astuff,33,80.122517,62.568503,0.065913,-2.648822,-8.200000,-4.660000,5.180000,2.030000,1.770000
3.300000,tesla,33,25.552517,26.978503,-0.792987,-2.511711,-14.650000,-11.455000,4.970000,1.960000,1.440000
3.400000,astuff,34,80.122517,62.560503,0.065013,-2.645176,-16.350000,-9.400000,5.180000,2.030000,1.770000
3.400000,tesla,34,24.092517,25.828503,-0.778587,-2.507172,-14.600000,-11.550000,4.970000,1.960000,1.440000
3.500000,astuff,35,76.852517,60.688503,0.096613,-2.639746,-24.550000,-14.085000,5.180000,2.030000,1.770000
3.500000,tesla,35,22.632517,24.668503,-0.764087,-2.502809,-14.550000,-11.600000,4.970000,1.960000,1.440000
3.600000,astuff,36,75.212517,59.743503,0.123813,-2.635013,-16.400000,-9.475000,5.180000,2.030000,1.770000
3.600000,tesla,36,21.182517,23.508503,-0.754187,-2.498620,-14.500000,-11.660000,4.970000,1.960000,1.440000
3.700000,astuff,37,73.572517,58.793503,0.141713,-2.630033,-16.450000,-9.560000,5.180000,2.030000,1.770000
3.700000,tesla,37,19.732517,22.336503,-0.747587,-2.494431,-14.450000,-11.715000,4.970000,1.960000,1.440000
3.800000,astuff,38,71.922517,57.831503,0.145713,-2.625101,-16.450000,-9.710000,5.180000,2.030000,1.770000
3.800000,tesla,38,18.292517,21.165503,-0.740387,-2.490591,-14.450000,-11.770000,4.970000,1.960000,1.440000
3.900000,astuff,39,70.282517,56.851503,0.155313,-2.621351,-16.400000,-9.860000,5.180000,2.030000,1.770000
3.900000,tesla,39,16.842517,19.982503,-0.731587,-2.486577,-14.450000,-11.880000,4.970000,1.960000,1.440000
4.000000,astuff,40,68.642517,55.859503,0.152413,-2.615910,-16.350000,-9.965000,5.180000,2.030000,1.770000
4.000000,tesla,40,15.402517,18.789503,-0.723287,-2.482912,-14.400000,-11.935000,4.970000,1.960000,1.440000
4.100000,astuff,41,67.012517,54.858503,0.170013,-2.611463,-16.350000,-10.075000,5.180000,2.030000,1.770000
4.100000,tesla,41,13.962517,17.595503,-0.713487,-2.479247,-14.350000,-11.935000,4.970000,1.960000,1.440000
4.200000,astuff,42,65.372517,53.844503,0.183513,-2.607014,-16.400000,-10.145000,5.180000,2.030000,1.770000
4.200000,tesla,42,12.532517,16.402503,-0.702987,-2.475582,-14.250000,-11.975000,4.970000,1.960000,1.440000
4.300000,astuff,43,63.732517,52.829503,0.194513,-2.602496,-8.200000,-5.075000,5.180000,2.030000,1.770000
4.300000,tesla,43,11.112517,15.200503,-0.689087,-2.472265,-14.200000,-12.015000,4.970000,1.960000,1.440000
4.400000,astuff,44,63.732517,52.829503,0.194413,-2.598807,-16.400000,-10.275000,5.180000,2.030000,1.770000
4.400000,tesla,44,9.692517,13.999503,-0.677687,-2.469123,-14.200000,-12.075000,4.970000,1.960000,1.440000
4.500000,astuff,45,60.452517,50.774503,0.218713,-2.593482,-24.600000,-15.455000,5.180000,2.030000,1.770000
4.500000,tesla,45,8.272517,12.785503,-0.672887,-2.465807,-14.150000,-12.095000,4.970000,1.960000,1.440000
4.600000,astuff,46,58.812517,49.738503,0.238513,-2.589147,-16.400000,-10.430000,5.180000,2.030000,1.770000
4.600000,tesla,46,6.862517,11.580503,-0.665087,-2.462491,-14.100000,-12.165000,4.970000,1.960000,1.440000
4.700000,astuff,47,57.172517,48.688503,0.249713,-2.584785,-16.400000,-10.545000,5.180000,2.030000,1.770000
4.700000,tesla,47,5.452517,10.352503,-0.657587,-2.459175,-14.050000,-12.225000,4.970000,1.960000,1.440000
4.800000,astuff,48,55.532517,47.629503,0.245713,-2.580701,-16.350000,-10.710000,5.180000,2.030000,1.770000
4.800000,tesla,48,4.052517,9.135503,-0.646087,-2.456034,-13.950000,-12.150000,4.970000,1.960000,1.440000
4.900000,astuff,49,53.902517,46.546503,0.254213,-2.576997,-16.300000,-10.870000,5.180000,2.030000,1.770000
4.900000,tesla,49,2.662517,7.922503,-0.630587,-2.453241,-13.900000,-12.185000,4.970000,1.960000,1.440000
5.000000,astuff,50,52.272517,45.455503,0.268513,-2.573530,-16.250000,-10.995000,5.180000,2.030000,1.770000
5.000000,tesla,50,1.272517,6.698503,-0.618687,-2.450448,-13.900000,-12.255000,4.970000,1.960000,1.440000
5.100000,astuff,51,50.652517,44.347503,0.284613,-2.569928,-16.200000,-11.025000,5.180000,2.030000,1.770000
5.100000,tesla,51,-0.117483,5.471503,-0.609387,-2.447656,-13.800000,-12.260000,4.970000,1.960000,1.440000
5.200000,astuff,52,49.032517,43.250503,0.308113,-2.566017,-16.200000,-10.985000,5.180000,2.030000,1.770000
5.200000,tesla,52,-1.487483,4.246503,-0.594987,-2.445037,-13.650000,-12.255000,4.970000,1.960000,1.440000
5.300000,astuff,53,47.412517,42.150503,0.331313,-2.561689,-8.100000,-5.490000,5.180000,2.030000,1.770000
5.300000,tesla,53,-2.847483,3.020503,-0.582387,-2.442766,-13.600000,-12.275000,4.970000,1.960000,1.440000
5.400000,astuff,54,47.412517,42.152503,0.332713,-2.558111,-16.300000,-11.115000,5.180000,2.030000,1.770000
5.400000,tesla,54,-4.207483,1.791503,-0.577387,-2.440498,-13.600000,-12.360000,4.970000,1.960000,1.440000
5.500000,astuff,55,44.152517,39.927503,0.350113,-2.553087,-24.400000,-16.730000,5.180000,2.030000,1.770000
5.500000,tesla,55,-5.567483,0.548503,-0.578487,-2.438230,-13.550000,-12.365000,4.970000,1.960000,1.440000
5.600000,astuff,56,42.532517,38.806503,0.352613,-2.549178,-16.200000,-11.290000,5.180000,2.030000,1.770000
5.600000,tesla,56,-6.917483,-0.681497,-0.576887,-2.436136,-13.500000,-12.285000,4.970000,1.960000,1.440000
5.700000,astuff,57,40.912517,37.669503,0.356513,-2.545206,-16.200000,-11.440000,5.180000,2.030000,1.770000
5.700000,tesla,57,-8.267483,-1.908497,-0.572587,-2.433867,-13.500000,-12.310000,4.970000,1.960000,1.440000
5.800000,astuff,58,39.292517,36.518503,0.362813,-2.540543,-16.150000,-11.495000,5.180000,2.030000,1.770000
5.800000,tesla,58,-9.617483,-3.143497,-0.564887,-2.431947,-13.450000,-12.300000,4.970000,1.960000,1.440000
5.900000,astuff,59,37.682517,35.370503,0.381913,-2.537569,-16.050000,-11.540000,5.180000,2.030000,1.770000
5.900000,tesla,59,-10.957483,-4.368497,-0.559887,-2.430026,-13.350000,-12.305000,4.970000,1.960000,1.440000
6.000000,astuff,60,36.082517,34.210503,0.390113,-2.533863,-16.050000,-11.645000,5.180000,2.030000,1.770000
6.000000,tesla,60,-12.287483,-5.604497,-0.550487,-2.428281,-13.300000,-12.310000,4.970000,1.960000,1.440000
6.100000,astuff,61,34.472517,33.041503,0.409413,-2.529784,-16.050000,-11.765000,5.180000,2.030000,1.770000
6.100000,tesla,61,-13.617483,-6.830497,-0.542587,-2.426710,-13.250000,-12.260000,4.970000,1.960000,1.440000
6.200000,astuff,62,32.872517,31.857503,0.430813,-2.525191,-15.950000,-11.845000,5.180000,2.030000,1.770000
6.200000,tesla,62,-14.937483,-8.056497,-0.535087,-2.425314,-13.250000,-12.265000,4.970000,1.960000,1.440000
6.300000,astuff,63,31.282517,30.672503,0.439913,-2.520454,-7.950000,-5.950000,5.180000,2.030000,1.770000
6.300000,tesla,63,-16.267483,-9.283497,-0.524687,-2.424092,-13.200000,-12.275000,4.970000,1.960000,1.440000
6.400000,astuff,64,31.282517,30.667503,0.440313,-2.516671,-15.850000,-11.995000,5.180000,2.030000,1.770000
6.400000,tesla,64,-17.577483,-10.511497,-0.516487,-2.423045,-13.050000,-12.285000,4.970000,1.960000,1.440000
6.500000,astuff,65,28.112517,28.273503,0.476713,-2.511083,-23.750000,-18.040000,5.180000,2.030000,1.770000
6.500000,tesla,65,-18.877483,-11.740497,-0.508887,-2.422522,-13.000000,-12.225000,4.970000,1.960000,1.440000
6.600000,astuff,66,26.532517,27.059503,0.496213,-2.506357,-15.750000,-12.185000,5.180000,2.030000,1.770000
6.600000,tesla,66,-20.177483,-12.956497,-0.498387,-2.421998,-12.950000,-12.155000,4.970000,1.960000,1.440000
6.700000,astuff,67,24.962517,25.836503,0.505413,-2.501687,-15.650000,-12.225000,5.180000,2.030000,1.770000
6.700000,tesla,67,-21.467483,-14.171497,-0.486787,-2.421823,-12.900000,-12.085000,4.970000,1.960000,1.440000
6.800000,astuff,68,23.402517,24.614503,0.529513,-2.496860,-15.600000,-12.260000,5.180000,2.030000,1.770000
6.800000,tesla,68,-22.757483,-15.373497,-0.477787,-2.422171,-12.900000,-12.020000,4.970000,1.960000,1.440000
6.900000,astuff,69,21.842517,23.384503,0.543713,-2.491852,-15.600000,-12.300000,5.180000,2.030000,1.770000
6.900000,tesla,69,-24.047483,-16.575497,-0.471687,-2.422172,-12.900000,-12.025000,4.970000,1.960000,1.440000
7.000000,astuff,70,20.282517,22.154503,0.535113,-2.486939,-15.500000,-12.350000,5.180000,2.030000,1.770000
7.000000,tesla,70,-25.337483,-17.778497,-0.467187,-2.422346,-12.800000,-11.975000,4.970000,1.960000,1.440000
7.100000,astuff,71,18.742517,20.914503,0.541913,-2.482256,-15.400000,-12.435000,5.180000,2.030000,1.770000
7.100000,tesla,71,-26.607483,-18.970497,-0.462587,-2.422346,-12.800000,-11.865000,4.970000,1.960000,1.440000
7.200000,astuff,72,17.202517,19.667503,0.551013,-2.477928,-15.350000,-12.485000,5.180000,2.030000,1.770000
7.200000,tesla,72,-27.897483,-20.151497,-0.454987,-2.421997,-12.800000,-11.875000,4.970000,1.960000,1.440000
7.300000,astuff,73,15.672517,18.417503,0.559113,-2.472793,-7.650000,-6.265000,5.180000,2.030000,1.770000
7.300000,tesla,73,-29.167483,-21.345497,-0.446187,-2.421648,-12.650000,-11.880000,4.970000,1.960000,1.440000
7.400000,astuff,74,15.672517,18.414503,0.559013,-2.470283,-15.150000,-12.585000,5.180000,2.030000,1.770000
7.400000,tesla,74,-30.427483,-22.527497,-0.436987,-2.421473,-12.550000,-11.765000,4.970000,1.960000,1.440000
7.500000,astuff,75,12.642517,15.900503,0.577913,-2.465204,-22.650000,-18.840000,5.180000,2.030000,1.770000
7.500000,tesla,75,-31.677483,-23.698497,-0.426687,-2.421298,-12.550000,-11.765000,4.970000,1.960000,1.440000
7.600000,astuff,76,11.142517,14.646503,0.588113,-2.460904,-15.000000,-12.575000,5.180000,2.030000,1.770000
7.600000,tesla,76,-32.937483,-24.880497,-0.420287,-2.421298,-12.550000,-11.760000,4.970000,1.960000,1.440000
7.700000,astuff,77,9.642517,13.385503,0.599313,-2.456563,-14.950000,-12.625000,5.180000,2.030000,1.770000
7.700000,tesla,77,-34.187483,-26.050497,-0.413487,-2.421821,-12.500000,-11.640000,4.970000,1.960000,1.440000
7.800000,astuff,78,8.152517,12.121503,0.612013,-2.452273,-14.800000,-12.675000,5.180000,2.030000,1.770000
7.800000,tesla,78,-35.437483,-27.208497,-0.409087,-2.423042,-12.500000,-11.585000,4.970000,1.960000,1.440000
7.900000,astuff,79,6.682517,10.850503,0.612313,-2.448048,-14.650000,-12.700000,5.180000,2.030000,1.770000
7.900000,tesla,79,-36.687483,-28.367497,-0.404487,-2.424090,-12.450000,-11.600000,4.970000,1.960000,1.440000
8.000000,astuff,80,5.222517,9.581503,0.641513,-2.444212,-14.600000,-12.735000,5.180000,2.030000,1.770000
8.000000,tesla,80,-37.927483,-29.528497,-0.401187,-2.424962,-12.350000,-11.545000,4.970000,1.960000,1.440000
8.100000,astuff,81,3.762517,8.303503,0.640613,-2.439755,-14.550000,-12.750000,5.180000,2.030000,1.770000
8.100000,tesla,81,-39.157483,-30.676497,-0.397887,-2.425486,-12.350000,-11.480000,4.970000,1.960000,1.440000
8.200000,astuff,82,2.312517,7.031503,0.662013,-2.436722,-14.450000,-12.755000,5.180000,2.030000,1.770000
8.200000,tesla,82,-40.397483,-31.824497,-0.394887,-2.426008,-12.400000,-11.415000,4.970000,1.960000,1.440000
8.300000,astuff,83,0.872517,5.752503,0.675713,-2.432721,-7.200000,-6.405000,5.180000,2.030000,1.770000
8.300000,tesla,83,-41.637483,-32.959497,-0.395887,-2.426357,-12.400000,-11.355000,4.970000,1.960000,1.440000
8.400000,astuff,84,0.872517,5.750503,0.675713,-2.431409,-14.250000,-12.775000,5.180000,2.030000,1.770000
8.400000,tesla,84,-42.877483,-34.095497,-0.397287,-2.426530,-12.350000,-11.340000,4.970000,1.960000,1.440000
8.500000,astuff,85,-1.977483,3.197503,0.697713,-2.430145,-21.300000,-19.145000,5.180000,2.030000,1.770000
8.500000,tesla,85,-44.107483,-35.227497,-0.394487,-2.426877,-12.250000,-11.275000,4.970000,1.960000,1.440000
8.600000,astuff,86,-3.387483,1.921503,0.705413,-2.429271,-14.100000,-12.775000,5.180000,2.030000,1.770000
8.600000,tesla,86,-45.327483,-36.350497,-0.394887,-2.427400,-12.250000,-11.240000,4.970000,1.960000,1.440000
8.700000,astuff,87,-4.797483,0.642503,0.708113,-2.428200,-14.050000,-12.760000,5.180000,2.030000,1.770000
8.700000,tesla,87,-46.557483,-37.475497,-0.402187,-2.427747,-12.250000,-11.195000,4.970000,1.960000,1.440000
8.800000,astuff,88,-6.197483,-0.630497,0.705313,-2.427015,-14.000000,-12.725000,5.180000,2.030000,1.770000
8.800000,tesla,88,-47.777483,-38.589497,-0.405287,-2.428270,-13.400000,-12.225000,4.970000,1.960000,1.440000
8.900000,astuff,89,-7.597483,-1.902497,0.712013,-2.425606,-14.000000,-12.660000,5.180000,2.030000,1.770000
8.900000,tesla,89,-49.237483,-39.920497,-0.403887,-2.428617,-13.400000,-12.245000,4.970000,1.960000,1.440000
9.000000,astuff,90,-8.997483,-3.162497,0.725013,-2.423763,-13.950000,-12.600000,5.180000,2.030000,1.770000
9.000000,tesla,90,-50.457483,-41.038497,-0.403587,-2.428791,-10.900000,-9.985000,4.970000,1.960000,1.440000
9.100000,astuff,91,-10.387483,-4.422497,0.731013,-2.421946,-13.900000,-12.580000,5.180000,2.030000,1.770000
9.100000,tesla,91,-51.417483,-41.917497,-0.401487,-2.429141,-11.950000,-11.005000,4.970000,1.960000,1.440000
9.200000,astuff,92,-11.777483,-5.678497,0.735213,-2.420367,-13.850000,-12.565000,5.180000,2.030000,1.770000
9.200000,tesla,92,-52.847483,-43.239497,-0.384387,-2.429315,-13.150000,-12.095000,4.970000,1.960000,1.440000
9.300000,astuff,93,-13.157483,-6.935497,0.744413,-2.418957,-6.900000,-6.285000,5.180000,2.030000,1.770000
9.300000,tesla,93,-54.047483,-44.336497,-0.371087,-2.429666,-11.950000,-10.920000,4.970000,1.960000,1.440000
9.400000,astuff,94,-13.157483,-6.935497,0.744313,-2.418366,-13.650000,-12.550000,5.180000,2.030000,1.770000
9.400000,tesla,94,-55.237483,-45.423497,-0.358487,-2.429841,-11.850000,-10.880000,4.970000,1.960000,1.440000
9.500000,astuff,95,-15.887483,-9.445497,0.761113,-2.417007,-20.450000,-18.825000,5.180000,2.030000,1.770000
