timestamp,vehicle_id,frame_id,x,y,z,yaw,vx,vy,length,width,height
0.100000,astuff,1,-21.775692,163.249443,-0.891279,-0.177867,10.853000,-1.730100,5.180000,2.030000,1.770000
0.100000,tesla,1,-0.994502,159.042938,-0.387629,-0.334596,7.728300,-2.782060,4.970000,1.960000,1.440000
0.200000,astuff,2,-20.690392,163.076433,-0.860649,-0.167406,40.758000,-6.285900,5.180000,2.030000,1.770000
0.200000,tesla,2,-0.221672,158.764732,-0.376069,-0.348732,7.846950,-2.866275,4.970000,1.960000,1.440000
0.300000,astuff,3,-13.624092,161.992263,-0.709819,-0.154607,42.836800,-6.592450,5.180000,2.030000,1.770000
0.300000,tesla,3,0.574888,158.469683,-0.364189,-0.363392,18.769850,-7.775695,4.970000,1.960000,1.440000
0.400000,astuff,4,-12.123032,161.757943,-0.666489,-0.157256,13.056850,-2.066050,5.180000,2.030000,1.770000
0.400000,tesla,4,3.532298,157.209593,-0.277719,-0.433198,17.386950,-7.545950,4.970000,1.960000,1.440000
0.500000,astuff,5,-11.012722,161.579053,-0.645699,-0.159093,10.833200,-1.754800,5.180000,2.030000,1.770000
0.500000,tesla,5,4.052278,156.960493,-0.261199,-0.451874,5.117400,-2.477350,4.970000,1.960000,1.440000
0.600000,astuff,6,-9.956392,161.406983,-0.616959,-0.161060,10.314600,-1.641000,5.180000,2.030000,1.770000
0.600000,tesla,6,4.555778,156.714123,-0.249399,-0.470025,4.891650,-2.461150,4.970000,1.960000,1.440000
0.700000,astuff,7,-8.949802,161.250853,-0.572289,-0.163584,9.869200,-1.626250,5.180000,2.030000,1.770000
0.700000,tesla,7,5.030608,156.468263,-0.242269,-0.488005,4.621300,-2.495500,4.970000,1.960000,1.440000
0.800000,astuff,8,-7.982552,161.081733,-0.535759,-0.166313,9.518650,-1.653100,5.180000,2.030000,1.770000
0.800000,tesla,8,5.480038,156.215023,-0.235089,-0.505631,4.420800,-2.564100,4.970000,1.960000,1.440000
0.900000,astuff,9,-7.046072,160.920233,-0.512849,-0.169560,9.087200,-1.573850,5.180000,2.030000,1.770000
0.900000,tesla,9,5.914768,155.955443,-0.230129,-0.522735,4.257300,-2.528250,4.970000,1.960000,1.440000
1.000000,astuff,10,-6.165112,160.766963,-0.478949,-0.173495,8.654350,-1.577355,5.180000,2.030000,1.770000
1.000000,tesla,10,6.331498,155.709373,-0.221859,-0.538965,4.245000,-2.569250,4.970000,1.960000,1.440000
1.100000,astuff,11,-5.315202,160.604762,-0.452129,-0.177931,8.227850,-1.566805,5.180000,2.030000,1.770000
1.100000,tesla,11,6.763768,155.441593,-0.213839,-0.556593,3.892550,-2.374150,4.970000,1.960000,1.440000
1.200000,astuff,12,-4.519542,160.453602,-0.414059,-0.183668,7.761475,-1.502795,5.180000,2.030000,1.770000
1.200000,tesla,12,7.110008,155.234543,-0.204069,-0.570032,3.134200,-1.996900,4.970000,1.960000,1.440000
1.300000,astuff,13,-3.762907,160.304203,-0.407379,-0.189471,7.276370,-1.473235,5.180000,2.030000,1.770000
1.300000,tesla,13,7.390608,155.042213,-0.191299,-0.581374,2.610000,-1.820600,4.970000,1.960000,1.440000
1.400000,astuff,14,-3.064268,160.158955,-0.403089,-0.195862,6.660325,-1.383585,5.180000,2.030000,1.770000
