timestamp,vehicle_id,frame_id,det_idx,x,y,z,yaw,vx,vy,length,width,height,score,label
0.100000,tesla,1,0,-21.879628,163.623181,-1.471423,-0.177278,0.000000,0.000000,4.772665,2.062884,2.100870,0.803787,car
0.100000,tesla,1,1,-16.197210,188.570384,-1.084836,-0.151353,0.000000,0.000000,4.385944,1.864511,1.568436,0.665912,car
0.100000,tesla,1,2,-28.650808,151.707959,-2.171144,-0.137925,0.000000,0.000000,4.472341,1.945919,1.815037,0.664561,car
0.100000,tesla,1,3,24.173991,165.050920,-3.637525,1.526537,0.000000,0.000000,4.492546,1.996671,1.639754,0.653101,car
0.100000,tesla,1,4,-29.709325,140.853524,-2.783167,0.012502,0.000000,0.000000,4.581358,1.897876,1.637275,0.625589,car
0.100000,tesla,1,5,-13.034777,166.988721,-1.880629,-0.015604,0.000000,0.000000,4.644310,2.004910,1.747757,0.611382,car
0.100000,tesla,1,6,-29.461760,186.729919,-0.700451,-0.061301,0.000000,0.000000,5.461954,2.164358,2.281881,0.607027,car
0.100000,tesla,1,7,-27.653490,157.567403,-1.653109,-0.042238,0.000000,0.000000,5.167208,2.184434,1.868436,0.570524,car
0.100000,tesla,1,8,-29.267349,146.319851,-2.570834,-0.129825,0.000000,0.000000,4.264996,1.944211,1.700693,0.570102,car
0.100000,tesla,1,9,-29.398000,181.201055,-0.723268,-0.250559,0.000000,0.000000,4.199388,1.852588,1.587489,0.568803,car
0.100000,tesla,1,10,15.762160,129.885910,-4.396667,1.501618,0.000000,0.000000,4.374518,1.953088,1.704002,0.565196,car
0.100000,tesla,1,11,-0.227223,124.496653,-4.300802,-0.015576,0.000000,0.000000,4.684075,1.959576,1.585738,0.502773,car
0.100000,tesla,1,12,-28.132497,154.792732,-1.888220,-0.110027,0.000000,0.000000,4.168521,1.927712,1.759849,0.481247,car
0.100000,tesla,1,13,-16.240646,145.395736,-2.986455,-0.130245,0.000000,0.000000,4.634853,1.927231,1.546349,0.441640,car
0.100000,tesla,1,14,63.581908,142.356235,-5.757819,-0.215887,0.000000,0.000000,4.262396,1.888001,1.664853,0.397914,car
0.100000,tesla,1,15,51.139207,149.647807,-4.927553,-0.164962,0.000000,0.000000,4.549701,1.963050,1.769764,0.389993,car
0.100000,tesla,1,16,-34.202721,158.264750,-1.219625,0.146887,0.000000,0.000000,4.520439,2.016374,1.974977,0.372465,car
0.100000,tesla,1,17,-48.594559,189.123058,0.398671,-0.650087,0.000000,0.000000,5.850991,2.328707,1.972895,0.348786,car
0.100000,tesla,1,18,-47.882759,144.920824,-1.269726,-0.076635,0.000000,0.000000,4.328082,1.929197,1.710335,0.346716,car
0.100000,tesla,1,19,-34.419556,152.508520,-1.330287,-0.400491,0.000000,0.000000,4.305592,1.981833,1.724665,0.343846,car
0.100000,tesla,1,20,-50.049799,199.915132,0.906818,-0.373765,0.000000,0.000000,5.470959,2.304945,1.938774,0.341047,car
0.100000,tesla,1,21,61.482301,131.685679,-5.905933,-0.200085,0.000000,0.000000,5.042812,2.196724,2.118209,0.289896,car
0.100000,tesla,1,22,38.482181,132.416379,-4.986398,0.081489,0.000000,0.000000,4.321807,1.976928,1.748124,0.285096,car
0.100000,tesla,1,23,-53.287129,195.426376,0.920318,-0.791951,0.000000,0.000000,5.397056,2.198578,1.959504,0.274296,car
0.100000,tesla,1,24,31.537579,138.622589,-5.061319,-0.423357,0.000000,0.000000,4.737653,1.964305,1.580930,0.267669,car
0.100000,tesla,1,25,50.817556,160.370133,-4.388945,-0.082504,0.000000,0.000000,4.537688,1.985916,2.058151,0.259563,car
0.100000,tesla,1,26,-34.447893,196.601955,0.259169,-0.910214,0.000000,0.000000,4.864547,2.119561,1.836099,0.239807,car
0.100000,tesla,1,27,-47.002420,147.395230,-1.161528,0.036125,0.000000,0.000000,4.268255,1.932043,1.745160,0.225708,car
0.100000,tesla,1,28,-46.679969,164.235840,-0.698985,-0.946651,0.000000,0.000000,4.046926,1.886298,1.556878,0.219259,car
0.200000,tesla,2,0,-20.549716,163.377514,-1.380200,-0.176339,0.000000,0.000000,4.854065,2.059612,2.107369,0.797887,car
0.200000,tesla,2,1,-29.363253,146.348006,-2.257587,-0.122598,0.000000,0.000000,4.520084,1.936753,1.693956,0.795958,car
0.200000,tesla,2,2,-29.496654,140.843407,-2.602751,0.024757,0.000000,0.000000,4.732002,1.975958,1.740219,0.721790,car
0.200000,tesla,2,3,-16.240894,145.418363,-2.905900,-0.116900,0.000000,0.000000,4.608558,1.894135,1.480421,0.712459,car
0.200000,tesla,2,4,-27.209786,157.560385,-1.510563,-0.112751,0.000000,0.000000,5.043028,2.120953,1.934239,0.710149,car
0.200000,tesla,2,5,24.390587,167.631502,-3.462972,1.447219,0.000000,0.000000,4.380616,1.956861,1.569699,0.667029,car
0.200000,tesla,2,6,-16.319243,188.592238,-0.854046,-0.179101,0.000000,0.000000,4.538340,1.949927,1.681133,0.666377,car
0.200000,tesla,2,7,-13.440299,167.023208,-1.653429,0.008556,0.000000,0.000000,4.340527,1.926464,1.669149,0.632594,car
0.200000,tesla,2,8,-28.169362,154.817720,-1.668473,-0.120814,0.000000,0.000000,4.167702,1.969779,1.675357,0.560832,car
0.200000,tesla,2,9,-49.305889,199.644449,1.134024,-0.224965,0.000000,0.000000,4.837887,2.070270,1.931049,0.531689,car
