timestamp,vehicle_id,frame_id,det_idx,x,y,z,yaw,vx,vy,length,width,height,score,label
0.000000,tesla,0,0,94.233862,7.251659,-4.168803,3.167411,0.000000,0.000000,4.530733,1.960216,1.759564,0.836483,car
0.000000,tesla,0,1,107.868526,6.643858,-3.414974,3.194860,0.000000,0.000000,4.382314,1.944318,1.714825,0.771342,car
0.000000,tesla,0,2,126.607617,-0.452992,-2.347204,3.188198,0.000000,0.000000,4.767958,2.074707,1.873654,0.712834,car
0.000000,tesla,0,3,140.351576,10.711006,-1.779391,3.103975,0.000000,0.000000,4.682601,2.068761,1.978372,0.677540,car
0.000000,tesla,0,4,74.050762,7.707331,-5.349496,3.121116,0.000000,0.000000,4.413612,1.901525,1.645906,0.639942,car
0.000000,tesla,0,5,100.008014,-24.614735,-3.317733,4.501510,0.000000,0.000000,4.954886,2.181539,1.931190,0.637864,car
0.000000,tesla,0,6,52.788538,7.409662,-6.359905,2.997970,0.000000,0.000000,4.530006,1.968423,1.634455,0.415592,car
0.000000,tesla,0,7,94.671940,45.720719,-4.563767,4.452221,0.000000,0.000000,4.258201,1.831928,1.445284,0.360077,car
0.000000,tesla,0,8,35.148882,9.827493,-7.115756,3.221630,0.000000,0.000000,5.723009,2.348036,2.210156,0.359951,car
0.000000,tesla,0,9,150.716204,27.041289,-1.326970,4.556022,0.000000,0.000000,4.503640,2.036280,1.773952,0.326264,car
0.000000,tesla,0,10,23.035445,6.265337,-7.611993,3.179296,0.000000,0.000000,5.835790,2.562356,2.414239,0.290067,car
0.000000,tesla,0,11,158.169326,6.456590,-0.780828,2.891563,0.000000,0.000000,4.359408,1.942646,1.731796,0.219313,car
0.000000,tesla,0,12,148.817258,-18.161508,-1.347133,3.038790,0.000000,0.000000,4.901612,1.985804,1.779118,0.215284,car
0.000000,tesla,0,13,46.451694,14.387360,-6.800396,3.109628,0.000000,0.000000,4.356971,1.934910,1.707313,0.212250,car
0.100000,tesla,1,0,92.909579,7.263969,-4.118598,3.173125,0.000000,0.000000,4.624270,1.988962,1.765803,0.827543,car
0.100000,tesla,1,1,106.553304,6.597370,-3.301917,3.171946,0.000000,0.000000,4.436291,1.941927,1.730103,0.821457,car
0.100000,tesla,1,2,125.744388,-0.587536,-2.114658,3.229840,0.000000,0.000000,4.895084,2.111142,1.975448,0.686837,car
0.100000,tesla,1,3,100.031162,-24.611957,-3.201741,4.489469,0.000000,0.000000,4.755084,2.120351,1.859059,0.663157,car
0.100000,tesla,1,4,139.084853,10.577787,-1.600893,3.101649,0.000000,0.000000,4.728752,2.086980,1.914270,0.660248,car
0.100000,tesla,1,5,51.149878,7.292676,-6.343557,3.050450,0.000000,0.000000,4.518740,1.975344,1.662270,0.598638,car
0.100000,tesla,1,6,72.907092,7.619039,-5.304788,3.106085,0.000000,0.000000,4.347400,1.938684,1.700199,0.538921,car
0.100000,tesla,1,7,33.649288,9.863897,-7.129001,3.121553,0.000000,0.000000,5.296781,2.192894,2.077049,0.373915,car
0.100000,tesla,1,8,20.573661,29.541457,-8.107386,3.053053,0.000000,0.000000,4.343353,1.940877,1.752832,0.365887,car
0.100000,tesla,1,9,21.343213,6.018650,-7.762856,3.177924,0.000000,0.000000,5.825392,2.533579,2.423715,0.347267,car
0.100000,tesla,1,10,156.524167,6.592733,-0.359575,2.986835,0.000000,0.000000,4.591223,2.035790,1.902140,0.246883,car
0.100000,tesla,1,11,137.099759,-18.500566,-1.436329,2.900181,0.000000,0.000000,4.663309,2.004065,1.725551,0.224585,car
0.100000,tesla,1,12,44.548040,14.290678,-6.873575,3.050244,0.000000,0.000000,4.288160,1.930730,1.674175,0.200271,car
0.200000,tesla,2,0,105.015266,6.590087,-3.233407,3.199211,0.000000,0.000000,4.493801,1.965205,1.744807,0.849690,car
0.200000,tesla,2,1,91.530291,7.201742,-4.100773,3.186706,0.000000,0.000000,4.654990,2.001059,1.820310,0.794699,car
0.200000,tesla,2,2,124.521572,-0.770078,-2.013104,3.206346,0.000000,0.000000,4.614181,2.064008,1.872858,0.766688,car
0.200000,tesla,2,3,71.572920,7.597965,-5.290526,3.100591,0.000000,0.000000,4.597514,1.931119,1.663508,0.723849,car
0.200000,tesla,2,4,100.103083,-24.655139,-3.082451,4.517616,0.000000,0.000000,4.739305,2.101057,1.797082,0.678681,car
0.200000,tesla,2,5,137.607148,10.559963,-1.533186,3.052170,0.000000,0.000000,4.785642,2.111332,1.983212,0.572526,car
0.200000,tesla,2,6,49.512773,7.288978,-6.274237,3.111279,0.000000,0.000000,4.500913,2.002051,1.696578,0.544729,car
0.200000,tesla,2,7,150.746363,26.872224,-0.767305,4.584168,0.000000,0.000000,4.974876,2.205730,2.011099,0.435049,car
0.200000,tesla,2,8,19.384982,5.962807,-7.648279,3.143512,0.000000,0.000000,6.138330,2.675462,2.628100,0.432513,car
0.200000,tesla,2,9,32.464428,9.508928,-7.246118,3.266744,0.000000,0.000000,5.303262,2.364977,2.103566,0.399460,car
0.200000,tesla,2,10,157.117598,-1.035135,-0.320444,3.273971,0.000000,0.000000,4.312341,1.941387,1.686577,0.341215,car
0.200000,tesla,2,11,42.693083,14.277578,-6.826173,3.065131,0.000000,0.000000,4.415376,1.978103,1.671897,0.265287,car
0.200000,tesla,2,12,126.241026,46.691709,-2.376425,5.211228,0.000000,0.000000,5.227878,2.258628,2.029196,0.235898,car
0.300000,tesla,3,0,103.685321,6.657988,-3.159018,3.221028,0.000000,0.000000,4.506586,1.987117,1.760043,0.855975,car
0.300000,tesla,3,1,70.363928,7.538811,-5.227133,3.136602,0.000000,0.000000,4.561756,1.945456,1.716668,0.663308,car
0.300000,tesla,3,2,136.068662,10.586991,-1.407135,3.100878,0.000000,0.000000,4.875921,2.130064,2.102043,0.656177,car
0.300000,tesla,3,3,100.062946,-24.802401,-2.958322,4.543811,0.000000,0.000000,5.100468,2.228336,1.972685,0.601023,car
0.300000,tesla,3,4,90.206087,7.150024,-3.991816,3.191312,0.000000,0.000000,4.712089,2.042489,1.818514,0.600059,car
0.300000,tesla,3,5,123.450932,-0.886962,-1.903147,3.332149,0.000000,0.000000,4.442298,2.038457,1.782126,0.525602,car
0.300000,tesla,3,6,17.800366,5.813744,-7.733305,3.181905,0.000000,0.000000,6.210135,2.684495,2.621982,0.442395,car
0.300000,tesla,3,7,48.082576,7.316371,-6.308637,2.981194,0.000000,0.000000,4.634175,2.014465,1.733235,0.423749,car
0.300000,tesla,3,8,30.253767,9.419772,-7.229351,3.279303,0.000000,0.000000,5.758246,2.297425,2.139961,0.335477,car
0.300000,tesla,3,9,41.085623,14.146100,-6.752648,3.001856,0.000000,0.000000,4.356196,1.955522,1.645284,0.238906,car
0.400000,tesla,4,0,102.246496,6.579918,-3.146984,3.156098,0.000000,0.000000,4.599345,2.022270,1.769830,0.855946,car
0.400000,tesla,4,1,88.735168,7.223779,-3.929820,3.170306,0.000000,0.000000,4.264076,1.906704,1.723519,0.784440,car
0.400000,tesla,4,2,68.882422,7.503597,-5.189060,3.176466,0.000000,0.000000,4.694026,1.961771,1.684743,0.583804,car
0.400000,tesla,4,3,122.496275,-1.267421,-1.812414,3.290469,0.000000,0.000000,4.890331,2.063688,2.118240,0.581083,car
0.400000,tesla,4,4,100.130066,-24.738603,-2.805545,4.618386,0.000000,0.000000,4.925622,2.183580,1.938241,0.580063,car
0.400000,tesla,4,5,134.418029,10.600026,-1.321634,3.125549,0.000000,0.000000,4.799259,2.145256,2.049458,0.571901,car
0.400000,tesla,4,6,29.234760,9.490780,-7.086135,3.181145,0.000000,0.000000,4.947762,2.186359,1.965836,0.496995,car
0.400000,tesla,4,7,46.377374,7.299310,-6.221962,3.039405,0.000000,0.000000,4.800461,2.041020,1.823265,0.433041,car
0.400000,tesla,4,8,16.510987,5.675164,-7.664003,3.159441,0.000000,0.000000,5.762190,2.505775,2.386533,0.387231,car
0.400000,tesla,4,9,39.240702,13.996761,-6.720061,3.014516,0.000000,0.000000,4.297164,1.957361,1.635360,0.311596,car
0.400000,tesla,4,10,36.790517,30.338532,-6.870388,2.899284,0.000000,0.000000,4.374760,1.905382,1.607782,0.221622,car
0.500000,tesla,5,0,100.757955,6.531293,-3.166050,3.153919,0.000000,0.000000,4.602116,2.008089,1.767821,0.834851,car
0.500000,tesla,5,1,87.565268,7.158434,-3.864480,3.167683,0.000000,0.000000,4.652884,2.045702,1.808181,0.804471,car
0.500000,tesla,5,2,121.468634,-1.386192,-1.908661,3.360752,0.000000,0.000000,4.842155,2.087991,2.046885,0.678755,car
0.500000,tesla,5,3,100.044651,-24.813542,-2.733000,4.505700,0.000000,0.000000,5.118689,2.245243,2.013483,0.617381,car
0.500000,tesla,5,4,27.430858,9.445348,-7.026493,3.277171,0.000000,0.000000,5.606762,2.365357,2.255523,0.549712,car
0.500000,tesla,5,5,133.011350,10.645361,-1.380755,3.116864,0.000000,0.000000,4.793986,2.135790,2.033208,0.537849,car
0.500000,tesla,5,6,67.681828,7.468251,-5.067276,3.128746,0.000000,0.000000,4.362254,1.913135,1.705147,0.475435,car
0.500000,tesla,5,7,14.613484,5.723810,-7.375228,3.112236,0.000000,0.000000,6.029476,2.614910,2.516865,0.452925,car
0.500000,tesla,5,8,45.188429,7.176211,-6.114142,3.071755,0.000000,0.000000,4.362360,1.980582,1.640972,0.361479,car
0.500000,tesla,5,9,20.435785,29.616157,-7.467611,2.943605,0.000000,0.000000,4.580314,1.947408,1.575279,0.292733,car
0.500000,tesla,5,10,37.570769,14.146003,-6.649777,2.999439,0.000000,0.000000,4.219888,1.911671,1.570282,0.258677,car
0.600000,tesla,6,0,86.127963,7.175481,-3.849928,3.167440,0.000000,0.000000,4.626494,2.015823,1.807551,0.803982,car
0.600000,tesla,6,1,99.284405,6.566037,-3.091553,3.175926,0.000000,0.000000,4.402706,1.989758,1.766670,0.757120,car
0.600000,tesla,6,2,120.544666,-1.645749,-1.864630,3.370076,0.000000,0.000000,4.710501,2.040402,1.890043,0.643723,car
0.600000,tesla,6,3,99.967073,-24.749010,-2.601000,4.500044,0.000000,0.000000,5.028918,2.206265,1.949146,0.600556,car
0.600000,tesla,6,4,131.516544,10.541623,-1.403350,3.103978,0.000000,0.000000,4.533435,2.046676,1.773697,0.589970,car
